service_id,date,exception_type
18,20190305,1
18,20190306,1
18,20190307,1
18,20190308,1
18,20190312,1
18,20190313,1
18,20190314,1
18,20190315,1
18,20190319,1
18,20190320,1
18,20190321,1
18,20190322,1
18,20190328,1
18,20190329,1
18,20190402,1
18,20190403,1
18,20190404,1
18,20190405,1
18,20190409,1
18,20190410,1
18,20190411,1
18,20190412,1
18,20190416,1
18,20190417,1
18,20190418,1
18,20190419,1
18,20190423,1
18,20190424,1
18,20190425,1
18,20190426,1
18,20190430,1
18,20190501,1
18,20190502,1
18,20190503,1
18,20190507,1
18,20190508,1
18,20190509,1
18,20190510,1
18,20190514,1
18,20190515,1
18,20190516,1
18,20190517,1
18,20190521,1
18,20190522,1
18,20190523,1
18,20190524,1
19,20190225,1
19,20190304,1
19,20190311,1
19,20190318,1
19,20190325,1
19,20190401,1
19,20190408,1
19,20190415,1
19,20190422,1
19,20190429,1
19,20190506,1
19,20190513,1
19,20190520,1
20,20190303,1
21,20190731,1
22,20190301,1
22,20190302,1
22,20190303,1
22,20190308,1
22,20190309,1
22,20190310,1
22,20190315,1
22,20190316,1
22,20190317,1
22,20190322,1
22,20190323,1
22,20190324,1
22,20190329,1
22,20190330,1
22,20190331,1
22,20190405,1
22,20190406,1
22,20190407,1
22,20190412,1
22,20190413,1
22,20190414,1
22,20190419,1
22,20190420,1
22,20190421,1
22,20190426,1
22,20190427,1
22,20190428,1
22,20190503,1
22,20190504,1
22,20190505,1
22,20190510,1
22,20190511,1
22,20190512,1
22,20190517,1
22,20190518,1
22,20190519,1
22,20190524,1
23,20190301,1
23,20190304,1
23,20190305,1
23,20190306,1
23,20190307,1
23,20190308,1
23,20190311,1
23,20190312,1
23,20190313,1
23,20190314,1
23,20190315,1
23,20190318,1
23,20190319,1
23,20190320,1
23,20190321,1
23,20190322,1
23,20190325,1
23,20190328,1
23,20190329,1
23,20190401,1
23,20190402,1
23,20190403,1
23,20190404,1
23,20190405,1
23,20190408,1
23,20190409,1
23,20190410,1
23,20190411,1
23,20190412,1
23,20190415,1
23,20190416,1
23,20190417,1
23,20190418,1
23,20190419,1
23,20190422,1
23,20190423,1
23,20190424,1
23,20190425,1
23,20190426,1
23,20190429,1
23,20190430,1
23,20190501,1
23,20190502,1
23,20190503,1
23,20190506,1
23,20190507,1
23,20190508,1
23,20190509,1
23,20190510,1
23,20190513,1
23,20190514,1
23,20190515,1
23,20190516,1
23,20190517,1
23,20190520,1
23,20190521,1
23,20190522,1
23,20190523,1
23,20190524,1
23,20190528,1
23,20190529,1
23,20190530,1
